index,case_id,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,eventType_concrete
162,24,2019-10-21 00:40:22.941,vleno,Excel,copyCell,,Ivdan,StudentRecords.xlsx,Sheet1,B25,,,,,Ivdan,,,,,,,copyCell
162,24,2019-10-21 00:40:29.617,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Ivdan,,,,,INPUT,text,SingleLine,Samir ,,,,,,,paste
162,24,2019-10-21 00:40:29.880,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Samir Ivdan,,,,,,,editField
163,24,2019-10-21 00:40:31.863,vleno,Excel,copyCell,,06/10/1996,StudentRecords.xlsx,Sheet1,C25,,,,,06/10/1996,,,,,,,copyCell
163,24,2019-10-21 00:40:34.032,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,06/10/1996,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
163,24,2019-10-21 00:40:37.467,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,06-10-1996,,,,,,,editField
164,24,2019-10-21 00:40:40.287,vleno,Excel,copyCell,,+61 351 411 9691,StudentRecords.xlsx,Sheet1,D25,,,,,+61 351 411 9691,,,,,,,copyCell
164,24,2019-10-21 00:40:41.768,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 351 411 9691,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
164,24,2019-10-21 00:40:46.569,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,351-411-9691,,,,,,,editField
165,24,2019-10-21 00:40:48.595,vleno,Excel,copyCell,,sivdan@gmail.com,StudentRecords.xlsx,Sheet1,E25,,,,,sivdan@gmail.com,,,,,,,copyCell
165,24,2019-10-21 00:40:50.049,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,sivdan@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
165,24,2019-10-21 00:40:50.337,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,sivdan@gmail.com,,,,,,,editField
166,24,2019-10-21 00:40:52.276,vleno,Excel,copyCell,,Kazakhstan,StudentRecords.xlsx,Sheet1,F25,,,,,Kazakhstan,,,,,,,copyCell
166,24,2019-10-21 00:40:53.758,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Kazakhstan,,,,,INPUT,text,SingleLine1,,,,,,,,paste
166,24,2019-10-21 00:40:54.089,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Kazakhstan,,,,,,,editField
167,24,2019-10-21 00:40:56.251,vleno,Excel,copyCell,,"511 Lonsdale Street,Â Melbourne, VIC 3000, Australia",StudentRecords.xlsx,Sheet1,G25,,,,,"511 Lonsdale Street,Â Melbourne, VIC 3000, Australia",,,,,,,copyCell
167,24,2019-10-21 00:40:57.896,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"511 Lonsdale Street,Â Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
167,24,2019-10-21 00:41:00.986,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,511 Lonsdale Street,,,,,,,editField
167,24,2019-10-21 00:41:01.233,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"511 Lonsdale Street,Â Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
167,24,2019-10-21 00:41:07.354,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Melbourne,,,,,,,editField
167,24,2019-10-21 00:41:08.202,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"511 Lonsdale Street,Â Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
167,24,2019-10-21 00:41:13.345,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
167,24,2019-10-21 00:41:14.106,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"511 Lonsdale Street,Â Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
167,24,2019-10-21 00:41:18.916,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3000,,,,,,,editField
167,24,2019-10-21 00:41:22.576,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
167,24,2019-10-21 00:41:22.579,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
167,24,2019-10-21 00:41:23.268,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
167,25,2019-10-21 00:41:29.941,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
168,25,2019-10-21 00:41:33.977,vleno,Excel,copyCell,,Bradley,StudentRecords.xlsx,Sheet1,A26,,,,,Bradley,,,,,,,copyCell
168,25,2019-10-21 00:41:35.881,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Bradley,,,,,INPUT,text,SingleLine,,,,,,,,paste
168,25,2019-10-21 00:41:36.185,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Bradley,,,,,,,editField
169,25,2019-10-21 00:41:38.149,vleno,Excel,copyCell,,Stones,StudentRecords.xlsx,Sheet1,B26,,,,,Stones,,,,,,,copyCell
169,25,2019-10-21 00:41:39.913,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Stones,,,,,INPUT,text,SingleLine,Bradley ,,,,,,,paste
169,25,2019-10-21 00:41:40.129,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Bradley Stones,,,,,,,editField
170,25,2019-10-21 00:41:42.234,vleno,Excel,copyCell,,28/12/1994,StudentRecords.xlsx,Sheet1,C26,,,,,28/12/1994,,,,,,,copyCell
170,25,2019-10-21 00:41:43.938,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,28/12/1994,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
170,25,2019-10-21 00:41:47.543,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,28-12-1994,,,,,,,editField
171,25,2019-10-21 00:41:49.544,vleno,Excel,copyCell,,+61 190 065 4321,StudentRecords.xlsx,Sheet1,D26,,,,,+61 190 065 4321,,,,,,,copyCell
171,25,2019-10-21 00:41:51.609,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 190 065 4321,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
171,25,2019-10-21 00:41:56.539,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,190-065-4321,,,,,,,editField
172,25,2019-10-21 00:41:58.716,vleno,Excel,copyCell,,bstones@gmail.com,StudentRecords.xlsx,Sheet1,E26,,,,,bstones@gmail.com,,,,,,,copyCell
172,25,2019-10-21 00:42:01.192,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,bstones@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
172,25,2019-10-21 00:42:01.505,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,bstones@gmail.com,,,,,,,editField
173,25,2019-10-21 00:42:03.636,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F26,,,,,Australia,,,,,,,copyCell
173,25,2019-10-21 00:42:06.536,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
173,25,2019-10-21 00:42:06.969,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,editField
174,25,2019-10-21 00:42:09.250,vleno,Excel,copyCell,,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",StudentRecords.xlsx,Sheet1,G26,,,,,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",,,,,,,copyCell
174,25,2019-10-21 00:42:12.120,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
174,25,2019-10-21 00:42:15.113,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,351 St Kilda Road,,,,,,,editField
174,25,2019-10-21 00:42:15.416,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
174,25,2019-10-21 00:42:20.513,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Melbourne,,,,,,,editField
174,25,2019-10-21 00:42:21.249,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
174,25,2019-10-21 00:42:26.065,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
174,25,2019-10-21 00:42:26.833,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
174,25,2019-10-21 00:42:31.529,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3004,,,,,,,editField
174,25,2019-10-21 00:42:34.634,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
174,26,2019-10-21 00:42:38.658,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
175,26,2019-10-21 00:42:43.264,vleno,Excel,copyCell,,Ben,StudentRecords.xlsx,Sheet1,A27,,,,,Ben,,,,,,,copyCell
175,26,2019-10-21 00:42:44.889,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Ben,,,,,INPUT,text,SingleLine,,,,,,,,paste
175,26,2019-10-21 00:42:45.177,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Ben,,,,,,,editField
176,26,2019-10-21 00:42:47.385,vleno,Excel,copyCell,,Inglis,StudentRecords.xlsx,Sheet1,B27,,,,,Inglis,,,,,,,copyCell
176,26,2019-10-21 00:42:49.161,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Inglis,,,,,INPUT,text,SingleLine,Ben ,,,,,,,paste
176,26,2019-10-21 00:42:49.529,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Ben Inglis,,,,,,,editField
177,26,2019-10-21 00:42:51.827,vleno,Excel,copyCell,,12/04/1995,StudentRecords.xlsx,Sheet1,C27,,,,,12/04/1995,,,,,,,copyCell
177,26,2019-10-21 00:42:53.969,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,12/04/1995,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
177,26,2019-10-21 00:42:57.673,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,12-04-1995,,,,,,,editField
178,26,2019-10-21 00:43:00.160,vleno,Excel,copyCell,,+61 029 553 3708,StudentRecords.xlsx,Sheet1,D27,,,,,+61 029 553 3708,,,,,,,copyCell
178,26,2019-10-21 00:43:02.497,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 029 553 3708,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
178,26,2019-10-21 00:43:07.657,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,029-553-3708,,,,,,,editField
179,26,2019-10-21 00:43:09.804,vleno,Excel,copyCell,,binglis@gmail.com,StudentRecords.xlsx,Sheet1,E27,,,,,binglis@gmail.com,,,,,,,copyCell
179,26,2019-10-21 00:43:11.937,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,binglis@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
179,26,2019-10-21 00:43:12.210,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,binglis@gmail.com,,,,,,,editField
180,26,2019-10-21 00:43:14.187,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F27,,,,,Australia,,,,,,,copyCell
180,26,2019-10-21 00:43:15.389,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
180,26,2019-10-21 00:43:15.649,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,editField
180,26,2019-10-21 00:43:18.111,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,G26,,,,,"351 St Kilda Road,Â Melbourne, VIC 3004, Australia",,,,,,,getCell
181,26,2019-10-21 00:43:18.180,vleno,Excel,copyCell,,"27 Blackwood Street, North Melbourne, VIC 3051, Australia",StudentRecords.xlsx,Sheet1,G27,,,,,"27 Blackwood Street, North Melbourne, VIC 3051, Australia",,,,,,,copyCell
181,26,2019-10-21 00:43:19.882,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"27 Blackwood Street, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
181,26,2019-10-21 00:43:23.850,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,27 Blackwood Street,,,,,,,editField
181,26,2019-10-21 00:43:24.129,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"27 Blackwood Street, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
181,26,2019-10-21 00:43:31.105,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,North Melbourne,,,,,,,editField
181,26,2019-10-21 00:43:31.921,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"27 Blackwood Street, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
181,26,2019-10-21 00:43:37.138,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
181,26,2019-10-21 00:43:38.025,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"27 Blackwood Street, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
181,26,2019-10-21 00:43:43.170,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3051,,,,,,,editField
181,26,2019-10-21 00:43:47.095,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
181,27,2019-10-21 00:43:54.220,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
182,27,2019-10-21 00:43:58.340,vleno,Excel,copyCell,,Keito,StudentRecords.xlsx,Sheet1,A28,,,,,Keito,,,,,,,copyCell
182,27,2019-10-21 00:44:00.171,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Keito,,,,,INPUT,text,SingleLine,,,,,,,,paste
182,27,2019-10-21 00:44:00.505,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Keito,,,,,,,editField
183,27,2019-10-21 00:44:02.591,vleno,Excel,copyCell,,Uchiyama,StudentRecords.xlsx,Sheet1,B28,,,,,Uchiyama,,,,,,,copyCell
183,27,2019-10-21 00:44:04.176,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Uchiyama,,,,,INPUT,text,SingleLine,Keito ,,,,,,,paste
183,27,2019-10-21 00:44:04.457,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Keito Uchiyama,,,,,,,editField
184,27,2019-10-21 00:44:06.399,vleno,Excel,copyCell,,03/06/1986,StudentRecords.xlsx,Sheet1,C28,,,,,03/06/1986,,,,,,,copyCell
184,27,2019-10-21 00:44:08.529,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,03/06/1986,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
184,27,2019-10-21 00:44:11.714,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,03-06-1986,,,,,,,editField
185,27,2019-10-21 00:44:13.717,vleno,Excel,copyCell,,+61 024 706 5621,StudentRecords.xlsx,Sheet1,D28,,,,,+61 024 706 5621,,,,,,,copyCell
185,27,2019-10-21 00:44:15.280,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 024 706 5621,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
185,27,2019-10-21 00:44:19.945,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,024-706-5621,,,,,,,editField
186,27,2019-10-21 00:44:22.242,vleno,Excel,copyCell,,kuchiyama@gmail.com,StudentRecords.xlsx,Sheet1,E28,,,,,kuchiyama@gmail.com,,,,,,,copyCell
186,27,2019-10-21 00:44:24.387,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,kuchiyama@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
186,27,2019-10-21 00:44:24.665,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,kuchiyama@gmail.com,,,,,,,editField
187,27,2019-10-21 00:44:26.578,vleno,Excel,copyCell,,Japan,StudentRecords.xlsx,Sheet1,F28,,,,,Japan,,,,,,,copyCell
187,27,2019-10-21 00:44:30.017,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Japan,,,,,INPUT,text,SingleLine1,,,,,,,,paste
187,27,2019-10-21 00:44:30.306,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Japan,,,,,,,editField
188,27,2019-10-21 00:44:42.812,vleno,Excel,copyCell,,"18 Wilson Mews, North Melbourne, VIC 3051, Australia",StudentRecords.xlsx,Sheet1,G28,,,,,"18 Wilson Mews, North Melbourne, VIC 3051, Australia",,,,,,,copyCell
188,27,2019-10-21 00:44:47.025,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"18 Wilson Mews, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
188,27,2019-10-21 00:44:55.009,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,18 Wilson Mews,,,,,,,editField
188,27,2019-10-21 00:44:55.280,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"18 Wilson Mews, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
188,27,2019-10-21 00:45:00.753,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,North Melbourne,,,,,,,editField
188,27,2019-10-21 00:45:02.008,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"18 Wilson Mews, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
188,27,2019-10-21 00:45:06.745,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
188,27,2019-10-21 00:45:07.593,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"18 Wilson Mews, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
188,27,2019-10-21 00:45:12.417,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3051,,,,,,,editField
188,27,2019-10-21 00:45:15.544,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
188,27,2019-10-21 00:45:15.546,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
188,27,2019-10-21 00:45:16.210,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
188,28,2019-10-21 00:45:20.825,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
189,28,2019-10-21 00:45:25.086,vleno,Excel,copyCell,,Andrej,StudentRecords.xlsx,Sheet1,A29,,,,,Andrej,,,,,,,copyCell
189,28,2019-10-21 00:45:26.881,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Andrej,,,,,INPUT,text,SingleLine,,,,,,,,paste
189,28,2019-10-21 00:45:27.161,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Andrej,,,,,,,editField
190,28,2019-10-21 00:45:29.144,vleno,Excel,copyCell,,Ivanovic,StudentRecords.xlsx,Sheet1,B29,,,,,Ivanovic,,,,,,,copyCell
190,28,2019-10-21 00:45:31.417,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Ivanovic,,,,,INPUT,text,SingleLine,Andrej ,,,,,,,paste
190,28,2019-10-21 00:45:31.657,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Andrej Ivanovic,,,,,,,editField
191,28,2019-10-21 00:45:33.826,vleno,Excel,copyCell,,19/11/1986,StudentRecords.xlsx,Sheet1,C29,,,,,19/11/1986,,,,,,,copyCell
191,28,2019-10-21 00:45:35.586,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,19/11/1986,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
191,28,2019-10-21 00:45:38.985,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,19-11-1986,,,,,,,editField
192,28,2019-10-21 00:45:41.550,vleno,Excel,copyCell,,+61 088 266 0827,StudentRecords.xlsx,Sheet1,D29,,,,,+61 088 266 0827,,,,,,,copyCell
192,28,2019-10-21 00:45:43.305,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 088 266 0827,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
192,28,2019-10-21 00:45:48.121,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,088-266-0827,,,,,,,editField
193,28,2019-10-21 00:45:50.341,vleno,Excel,copyCell,,aivanovic@gmail.com,StudentRecords.xlsx,Sheet1,E29,,,,,aivanovic@gmail.com,,,,,,,copyCell
193,28,2019-10-21 00:45:52.537,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,aivanovic@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
193,28,2019-10-21 00:45:52.834,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,aivanovic@gmail.com,,,,,,,editField
194,28,2019-10-21 00:45:54.995,vleno,Excel,copyCell,,Croatia,StudentRecords.xlsx,Sheet1,F29,,,,,Croatia,,,,,,,copyCell
194,28,2019-10-21 00:45:56.617,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Croatia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
194,28,2019-10-21 00:45:56.906,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Croatia,,,,,,,editField
195,28,2019-10-21 00:45:59.182,vleno,Excel,copyCell,,"266 Lorimer Street, Fishermans Band, VIC 3207, Australia",StudentRecords.xlsx,Sheet1,G29,,,,,"266 Lorimer Street, Fishermans Band, VIC 3207, Australia",,,,,,,copyCell
195,28,2019-10-21 00:46:01.057,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"266 Lorimer Street, Fishermans Band, VIC 3207, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
